Podcast_Name,Episode_Title,Episode_Length_minutes,Genre,Host_Popularity_percentage,Publication_Day,Publication_Time,Guest_Popularity_percentage,Number_of_Ads,Episode_Sentiment,Listening_Time_minutes
Innovators,Episode 31,91.56,Technology,47.96,Monday,Afternoon,10.67,1,Neutral,67.75296397
Mind & Body,Episode 78,110.72,Health,25.31,Tuesday,Evening,88.12,0,Neutral,91.90411057
Tech Trends,Episode 93,40.23,Technology,20.98,Saturday,Night,68.2,0,Positive,17.78974269
Joke Junction,Episode 44,,Comedy,66.64,Sunday,Morning,50.35,2,Positive,
Mystery Matters,Episode 82,72.31,True Crime,99.22,Saturday,Afternoon,32.88,1,Negative,72.31
Sports Central,Episode 33,76.28,Sports,78.49,Friday,Night,66.6,0,Negative,46.74917115
Comedy Corner,Episode 77,43.36,Comedy,63.84,Friday,Afternoon,70.89,1,Positive,39.03752238
Mystery Matters,Episode 95,84.14,True Crime,84.32,Monday,Afternoon,10.18,0,Negative,70.12578833
Tech Trends,Episode 95,58.27,Technology,29.77,Friday,Morning,53.18,0,Neutral,51.02396999
Sport Spot,Episode 80,63.52,Sports,62.06,Tuesday,Morning,75.03,2,Positive,38.37350016
Current Affairs,Episode 51,,News,94.23,Friday,Evening,30.44,3,Positive,62.45891919
Sports Central,Episode 96,21.65,Sports,85.84,Thursday,Evening,9.48,1,Positive,21.65
Humor Hub,Episode 14,9.51,Comedy,25.37,Sunday,Evening,44.31,2,Neutral,0
Market Masters,Episode 70,85.52,Business,75.76,Monday,Afternoon,56.12,3,Positive,
Brain Boost,Episode 89,52.61,Education,32.33,Saturday,Night,71.49,1,Negative,35.91812301
True Crime Stories,Episode 95,20.26,True Crime,89.63,Tuesday,Evening,21.37,3,Negative,3.467646442
Business Briefs,Episode 23,98.76,Business,28.05,Monday,Night,57.25,3,Positive,80.6087046
Daily Digest,Episode 26,34.44,News,60.08,Tuesday,Night,5.18,3,Neutral,13.52293948
Mystery Matters,Episode 77,46.39,True Crime,35.21,Saturday,Afternoon,92.41,2,Neutral,44.4467235
Music Matters,Episode 61,110.57,Music,89.41,Friday,Afternoon,30.14,3,Positive,83.22797623
Tech Trends,Episode 54,,Technology,89.39,Saturday,Morning,80.95,2,Negative,5.51
Business Briefs,Episode 13,93.63,Business,53.93,Tuesday,Evening,9.14,0,Neutral,71.49019545
Healthy Living,Episode 20,19.99,Health,60.14,Monday,Night,38.2,0,Negative,11.32444416
Gadget Geek,Episode 98,27.87,Technology,80.9,Thursday,Afternoon,74.54,1,Positive,27.87
Tech Talks,Episode 16,70.52,Technology,76.65,Monday,Morning,50.94,1,Positive,59.7938407
Global News,Episode 64,61.05,News,26.03,Thursday,Afternoon,27.37,0,Positive,27.26985959
Music Matters,Episode 76,113.7,Music,40.01,Monday,Afternoon,97.64,0,Neutral,98.62473492
Fitness First,Episode 62,90.34,Health,86.14,Wednesday,Night,91.43,2,Positive,65.1984702
World Watch,Episode 17,27.63,News,40.45,Thursday,Morning,,1,Negative,27.62704288
Business Insights,Episode 28,117.14,Business,47.64,Tuesday,Night,97.8,3,Negative,68.2337203
Lifestyle Lounge,Episode 63,104.49,Lifestyle,66.95,Friday,Night,35.18,2,Positive,64.34590154
Funny Folks,Episode 15,34.39,Comedy,22.25,Saturday,Morning,51.22,1,Neutral,20.355024
True Crime Stories,Episode 95,,True Crime,39.94,Friday,Afternoon,68.75,2,Positive,18.97
Healthy Living,Episode 86,36.22,Health,94.57,Friday,Morning,61.94,1,Negative,20.35424601
Funny Folks,Episode 1,43.17,Comedy,73.32,Saturday,Morning,40.95,1,Negative,
Sports Central,Episode 19,16.16,Sports,95.25,Tuesday,Evening,,2,Neutral,9.231718388
Sport Spot,Episode 99,32.17,Sports,53.21,Wednesday,Evening,85.74,2,Neutral,18.28331999
Brain Boost,Episode 85,94.64,Education,89.19,Saturday,Morning,0.71,1,Negative,
Crime Chronicles,Episode 65,64.88,True Crime,97.65,Friday,Night,40.59,1,Negative,64.88
Laugh Line,Episode 55,104.18,Comedy,53.02,Saturday,Morning,36.03,3,Positive,72.73526115
World Watch,Episode 63,81.37,News,29.17,Friday,Evening,9.99,1,Positive,37.77100548
Funny Folks,Episode 41,55.89,Comedy,96.84,Friday,Morning,59.74,0,Neutral,
News Roundup,Episode 23,16.2,News,57.58,Tuesday,Evening,87.52,1,Positive,
World Watch,Episode 97,55.01,News,74.51,Saturday,Evening,78.61,3,Positive,41.68947
Tune Time,Episode 15,33.02,Music,53.23,Monday,Afternoon,76.58,2,Positive,32.47202959
Music Matters,Episode 39,21.43,Music,23.57,Saturday,Evening,48.95,0,Negative,16.90023592
World Watch,Episode 91,,News,29.96,Saturday,Morning,99.92,2,Negative,33.693826
Melody Mix,Episode 80,83.43,Music,55.29,Wednesday,Night,6.74,3,Negative,61.72773732
Criminal Minds,Episode 38,60.67,True Crime,35.37,Sunday,Evening,84.18,0,Positive,32.57130616
Brain Boost,Episode 96,79.21,Education,73.47,Tuesday,Morning,69.01,3,Neutral,63.90906684
Funny Folks,Episode 63,114.48,Comedy,40.5,Friday,Evening,54.77,3,Neutral,67.94168913
Mind & Body,Episode 2,114.02,Health,65.8,Sunday,Night,,0,Positive,63.16506955
Music Matters,Episode 87,15.64,Music,88.38,Saturday,Night,46.02,3,Negative,15.64
Daily Digest,Episode 99,54.29,News,81.62,Thursday,Afternoon,13.39,3,Positive,45.30975198
Study Sessions,Episode 22,91.17,Education,60.01,Thursday,Afternoon,39.39,1,Neutral,67.03956709
Humor Hub,Episode 21,118.75,Comedy,93.71,Thursday,Afternoon,33.91,2,Positive,116.4230139
Global News,Episode 71,101.12,News,48.24,Thursday,Evening,69.73,1,Positive,67.29289309
Melody Mix,Episode 74,30.8,Music,28.38,Friday,Afternoon,10.72,1,Positive,30.8
Sports Central,Episode 16,15.06,Sports,46.46,Thursday,Morning,48.84,2,Neutral,15.06
Sports Central,Episode 72,12.92,Sports,43.25,Friday,Morning,,3,Neutral,12.92
Humor Hub,Episode 79,7.74,Comedy,49.88,Saturday,Afternoon,71.57,0,Negative,7.74
Learning Lab,Episode 36,23.68,Education,75.01,Sunday,Night,71.72,3,Positive,9.462845069
Learning Lab,Episode 83,119.58,Education,52.38,Saturday,Afternoon,30.31,3,Negative,86.12590213
Detective Diaries,Episode 17,,True Crime,63.97,Friday,Night,39.06,0,Neutral,37.7
Current Affairs,Episode 28,12.39,News,71.74,Monday,Afternoon,18.45,3,Negative,6.662258819
Funny Folks,Episode 85,117.09,Comedy,59.38,Monday,Afternoon,51.43,1,Positive,61.28191027
Money Matters,Episode 51,94.49,Business,86.57,Saturday,Evening,56.93,3,Positive,94.49
Global News,Episode 80,77.29,News,96.32,Saturday,Night,96.77,1,Negative,55.67568583
Gadget Geek,Episode 89,24.71,Technology,32.27,Saturday,Morning,17.48,2,Neutral,19.66577139
Sport Spot,Episode 16,91.63,Sports,45.31,Tuesday,Afternoon,,3,Neutral,
Melody Mix,Episode 49,93.54,Music,90.84,Friday,Night,,2,Negative,87.49860329
Finance Focus,Episode 27,109.58,Business,98.69,Wednesday,Evening,51.88,0,Positive,95.27312183
Wellness Wave,Episode 83,24.56,Health,83.42,Sunday,Night,80.12,2,Positive,13.62321035
Detective Diaries,Episode 95,92.87,True Crime,92.75,Tuesday,Evening,21.91,3,Positive,59.01411665
Study Sessions,Episode 73,94.04,Education,54.76,Tuesday,Evening,48.76,3,Positive,
Fitness First,Episode 47,101.82,Health,89.2,Monday,Evening,56.3,0,Negative,101.82
Finance Focus,Episode 57,106.54,Business,39.53,Thursday,Morning,40.29,1,Negative,59.63391226
Money Matters,Episode 33,9.6,Business,27.08,Saturday,Evening,76.53,0,Neutral,5.573676618
Lifestyle Lounge,Episode 87,75.87,Lifestyle,51.21,Tuesday,Evening,62.87,2,Negative,34.93503288
Life Lessons,Episode 100,111.57,Lifestyle,58,Tuesday,Afternoon,33.28,1,Neutral,93.94054165
Educational Nuggets,Episode 76,62.05,Education,63.18,Friday,Night,40.45,3,Positive,51.25982468
Comedy Corner,Episode 62,,Comedy,95.52,Tuesday,Evening,,3,Negative,37.00149663
Sports Central,Episode 41,86.72,Sports,24.37,Friday,Morning,76.18,3,Negative,32.67071976
Game Day,Episode 89,55.13,Sports,39.88,Saturday,Morning,66.72,0,Neutral,42.90294164
Current Affairs,Episode 46,77.71,News,97.16,Sunday,Morning,73.08,2,Negative,
Home & Living,Episode 88,84.97,Lifestyle,47.88,Sunday,Evening,57.68,0,Positive,40.34448717
Funny Folks,Episode 3,38.54,Comedy,56.49,Tuesday,Morning,99.67,1,Negative,22.59148377
Sound Waves,Episode 55,108.51,Music,49.25,Monday,Night,71.9,2,Positive,57.07341133
Global News,Episode 73,56.05,News,44.56,Friday,Morning,53.76,2,Neutral,21.89896482
World Watch,Episode 61,41.25,News,99.71,Monday,Morning,30.49,2,Neutral,27.35476366
Fashion Forward,Episode 77,58.25,Lifestyle,70.92,Saturday,Afternoon,4.91,0,Neutral,35.51483884
Healthy Living,Episode 34,119.88,Health,84.1,Thursday,Evening,88.31,1,Positive,61.30568312
Healthy Living,Episode 1,115.63,Health,48.78,Sunday,Afternoon,39.19,0,Positive,102.8111313
Humor Hub,Episode 51,,Comedy,49.91,Thursday,Afternoon,,1,Positive,24.36221244
Market Masters,Episode 27,7.74,Business,43.42,Friday,Morning,63.59,1,Negative,0
Healthy Living,Episode 93,52.42,Health,77.13,Friday,Evening,,2,Positive,29.02826902
Tech Talks,Episode 93,46.97,Technology,93.76,Sunday,Night,42.66,3,Positive,39.84552559
Crime Chronicles,Episode 42,80.16,True Crime,43.91,Monday,Night,68.56,0,Neutral,58.10699661
Sound Waves,Episode 12,101.28,Music,75.78,Monday,Afternoon,43.43,1,Positive,60.78022015
Game Day,Episode 20,12.97,Sports,36.06,Friday,Night,8.9,1,Positive,
Life Lessons,Episode 10,91.47,Lifestyle,57.53,Sunday,Morning,66.71,3,Positive,71.89114008
Business Briefs,Episode 77,6.16,Business,85.65,Thursday,Morning,56.99,1,Negative,6.16
Digital Digest,Episode 38,50.26,Technology,89.83,Wednesday,Evening,45.3,2,Neutral,
Joke Junction,Episode 46,110.51,Comedy,43.37,Monday,Morning,,3,Positive,82.83847469
Lifestyle Lounge,Episode 21,103.11,Lifestyle,92.57,Friday,Afternoon,4.23,3,Negative,57.3051453
Educational Nuggets,Episode 28,88.91,Education,88.15,Friday,Morning,99.5,0,Negative,43.1097716
Athlete's Arena,Episode 76,7.76,Sports,81.33,Sunday,Evening,92.41,3,Positive,0
Money Matters,Episode 7,47.29,Business,57.15,Friday,Morning,58.75,2,Negative,27.06890958
Fitness First,Episode 22,46.59,Health,53.15,Wednesday,Afternoon,6.17,3,Positive,27.31188641
Sound Waves,Episode 59,,Music,70.46,Wednesday,Afternoon,71.78,2,Positive,4.130165402
Money Matters,Episode 93,61.63,Business,32.75,Wednesday,Morning,91.63,1,Neutral,60.48501333
Business Briefs,Episode 83,39.29,Business,66.83,Friday,Afternoon,95.27,0,Negative,39.29
Style Guide,Episode 55,41.17,Lifestyle,92.15,Monday,Afternoon,,3,Positive,19.98731648
Athlete's Arena,Episode 85,101.12,Sports,88.52,Monday,Afternoon,97.1,2,Negative,79.57079935
Market Masters,Episode 92,46.28,Business,50.72,Friday,Evening,18.71,2,Positive,40.34091315
Joke Junction,Episode 4,63.51,Comedy,95.04,Saturday,Afternoon,72.24,0,Positive,43.40796558
Melody Mix,Episode 80,36.31,Music,78.71,Saturday,Evening,89.42,3,Positive,
Mystery Matters,Episode 5,63.98,True Crime,49.1,Friday,Morning,15.68,2,Negative,30.22562483
Game Day,Episode 21,42,Sports,77.36,Sunday,Evening,,1,Neutral,42
Mind & Body,Episode 59,62.85,Health,53.96,Wednesday,Afternoon,54.98,1,Negative,31.23229055
Sports Central,Episode 9,,Sports,28.8,Tuesday,Morning,79.91,1,Neutral,110.3071571
Detective Diaries,Episode 23,37.35,True Crime,29.55,Wednesday,Morning,14.68,3,Neutral,34.66922885
Business Briefs,Episode 89,90.45,Business,45.25,Monday,Evening,48.44,0,Neutral,68.64819195
Wellness Wave,Episode 84,107.5,Health,58.49,Monday,Night,10.62,3,Negative,73.97801498
Finance Focus,Episode 78,53.27,Business,27.67,Saturday,Night,86.9,2,Positive,35.35183519
Detective Diaries,Episode 99,84.62,True Crime,78.67,Monday,Night,80.26,1,Neutral,60.13633729
Humor Hub,Episode 62,119.52,Comedy,67.97,Thursday,Night,30,3,Positive,90.6541679
Crime Chronicles,Episode 28,94.14,True Crime,36.33,Friday,Night,75.45,1,Negative,94.14
Humor Hub,Episode 32,32.2,Comedy,25.54,Sunday,Afternoon,67.53,1,Neutral,11.33319444
Life Lessons,Episode 71,105.17,Lifestyle,58.74,Tuesday,Evening,54.04,0,Negative,47.50581406
News Roundup,Episode 93,119.34,News,36.68,Saturday,Night,,3,Positive,47.08633544
Brain Boost,Episode 43,6.47,Education,78.53,Friday,Morning,60.39,2,Positive,6.47
Comedy Corner,Episode 44,89.46,Comedy,20.99,Saturday,Evening,51.73,3,Neutral,48.00093934
Joke Junction,Episode 89,39.87,Comedy,45.18,Thursday,Afternoon,25.55,2,Neutral,37.2018002
Crime Chronicles,Episode 8,,True Crime,69.51,Thursday,Morning,77.9,3,Positive,40.01430685
Sound Waves,Episode 87,,Music,71.03,Tuesday,Night,65.3,1,Neutral,52.61353885
Melody Mix,Episode 50,67.32,Music,53.5,Friday,Afternoon,,1,Neutral,54.10640047
Wellness Wave,Episode 13,,Health,89.45,Thursday,Morning,71.29,1,Positive,
Innovators,Episode 36,68.71,Technology,56.43,Monday,Night,25.27,0,Negative,55.83866388
Comedy Corner,Episode 47,31.4,Comedy,40.15,Saturday,Evening,36.42,2,Negative,16.78578683
Innovators,Episode 82,100.42,Technology,88.71,Friday,Afternoon,86.32,1,Positive,100.42
Money Matters,Episode 6,113.22,Business,42.86,Sunday,Afternoon,59.77,1,Positive,102.7782314
Market Masters,Episode 83,30.87,Business,93.07,Sunday,Evening,5.33,2,Neutral,30.79335807
Home & Living,Episode 67,79.61,Lifestyle,38.28,Sunday,Afternoon,30.47,0,Neutral,70.8685025
Brain Boost,Episode 87,40.47,Education,38.07,Tuesday,Night,14.94,3,Neutral,32.78246429
Detective Diaries,Episode 19,56.95,True Crime,98.25,Saturday,Afternoon,36.81,1,Positive,56.95
Laugh Line,Episode 33,93.1,Comedy,43.41,Tuesday,Evening,27.68,3,Positive,57.89493565
Funny Folks,Episode 46,45.89,Comedy,85,Thursday,Afternoon,85.07,3,Positive,18.30848108
Mind & Body,Episode 75,18.21,Health,94.69,Sunday,Morning,13.1,2,Negative,18.21
Tech Trends,Episode 93,,Technology,30.78,Sunday,Afternoon,49.01,3,Neutral,20.15591688
Fitness First,Episode 27,28.55,Health,71.44,Wednesday,Night,2.12,2,Positive,23.897988
Market Masters,Episode 43,33.92,Business,70.72,Friday,Afternoon,15.8,0,Neutral,30.55388355
Sports Central,Episode 29,56.45,Sports,93.1,Saturday,Evening,53.75,3,Negative,52.23557574
Sport Spot,Episode 14,51.83,Sports,62.61,Tuesday,Night,1.87,0,Positive,51.83
Melody Mix,Episode 13,51.47,Music,51.08,Thursday,Morning,86.59,3,Positive,
Current Affairs,Episode 8,90.55,News,76.77,Sunday,Afternoon,14.99,2,Neutral,43.49905967
Sports Central,Episode 15,95.09,Sports,42.17,Saturday,Afternoon,85.7,1,Negative,95.09
Home & Living,Episode 2,99.78,Lifestyle,71.74,Wednesday,Evening,2.85,2,Positive,52.37953042
Comedy Corner,Episode 72,83.85,Comedy,80.49,Wednesday,Morning,78.62,1,Positive,58.05243076
Laugh Line,Episode 69,49.67,Comedy,71.01,Thursday,Afternoon,44.06,0,Positive,49.67
Innovators,Episode 28,21.67,Technology,33.34,Monday,Morning,29.62,3,Positive,4.772860506
Sound Waves,Episode 27,53.41,Music,83.49,Monday,Afternoon,74.58,1,Negative,41.79741874
Educational Nuggets,Episode 42,75.21,Education,65.05,Saturday,Night,42.61,3,Negative,50.11029352
Wellness Wave,Episode 49,23.26,Health,79.54,Tuesday,Afternoon,55.98,3,Positive,18.97372908
Athlete's Arena,Episode 59,74.76,Sports,88.57,Sunday,Afternoon,68.42,1,Negative,67.23375398
Sports Central,Episode 36,18.74,Sports,54.76,Thursday,Evening,0.48,3,Neutral,10.27519066
Tech Trends,Episode 68,99.16,Technology,38.64,Tuesday,Evening,63.13,1,Negative,93.09476722
Style Guide,Episode 57,84.34,Lifestyle,60.01,Sunday,Night,34.66,1,Neutral,65.29472776
Melody Mix,Episode 87,82.43,Music,31.88,Thursday,Night,61.59,1,Positive,77.86548592
Melody Mix,Episode 85,26.74,Music,25.18,Thursday,Morning,22.09,3,Positive,24.25690297
Mind & Body,Episode 5,78.42,Health,77.45,Friday,Morning,52.06,2,Neutral,47.5048089
Current Affairs,Episode 85,93.52,News,30.27,Sunday,Afternoon,6.08,1,Neutral,76.22833357
Comedy Corner,Episode 88,,Comedy,85.62,Monday,Morning,52.14,1,Neutral,22.92
Mystery Matters,Episode 86,57.92,True Crime,21.22,Wednesday,Night,63.06,3,Neutral,32.04948955
News Roundup,Episode 44,28.37,News,43.07,Thursday,Night,24.39,1,Negative,19.34869947
Tune Time,Episode 70,42.77,Music,53.22,Monday,Night,20.64,2,Negative,38.4626464
Learning Lab,Episode 99,90.16,Education,60.75,Wednesday,Evening,26.78,1,Positive,
Tune Time,Episode 55,7.36,Music,98.61,Wednesday,Evening,30.1,2,Positive,2.048780174
Music Matters,Episode 45,113.34,Music,81.99,Sunday,Afternoon,10.14,3,Neutral,69.7601962
Business Insights,Episode 87,16.27,Business,37.96,Saturday,Afternoon,52.8,1,Positive,2.344368348
Athlete's Arena,Episode 47,90.86,Sports,66.78,Thursday,Evening,28.51,1,Negative,87.62799601
Tech Talks,Episode 46,61.8,Technology,84.45,Tuesday,Afternoon,73.89,3,Negative,49.13758969
Sports Weekly,Episode 84,99.27,Sports,26.34,Sunday,Morning,94.1,2,Neutral,43.31160699
Criminal Minds,Episode 44,37.93,True Crime,75.29,Monday,Morning,96.88,1,Negative,23.33314727
Detective Diaries,Episode 28,24.99,True Crime,88.56,Thursday,Morning,66.83,3,Positive,15.98030431
Gadget Geek,Episode 56,54.5,Technology,31.88,Monday,Evening,42.81,2,Positive,36.19912417
Comedy Corner,Episode 56,105.68,Comedy,72.41,Saturday,Afternoon,48.31,1,Negative,80.95116297
Sports Central,Episode 93,73.6,Sports,81.8,Tuesday,Morning,88.84,3,Negative,60.64211948
Business Briefs,Episode 82,94.55,Business,42.01,Friday,Evening,94.95,0,Neutral,83.40526221
Detective Diaries,Episode 17,73.99,True Crime,85.16,Tuesday,Night,,3,Negative,38.88054966
Joke Junction,Episode 2,21.05,Comedy,31.71,Sunday,Morning,99.07,1,Neutral,11.50971372
Music Matters,Episode 47,77.88,Music,64.93,Saturday,Afternoon,84.97,1,Positive,44.08568475
Home & Living,Episode 38,91.24,Lifestyle,34.96,Friday,Afternoon,81.39,1,Neutral,76.98592537
Current Affairs,Episode 18,7.47,News,95.44,Thursday,Morning,,3,Positive,7.47
Athlete's Arena,Episode 43,68.25,Sports,31.75,Wednesday,Night,45.99,3,Negative,46.09374045
Sports Central,Episode 46,109.31,Sports,30.07,Sunday,Afternoon,41.51,2,Positive,81.22892317
Crime Chronicles,Episode 19,19.74,True Crime,60.85,Tuesday,Morning,36.06,3,Positive,15.77015873
Brain Boost,Episode 77,18.48,Education,92.49,Thursday,Evening,45.63,1,Positive,
Mystery Matters,Episode 51,100.43,True Crime,63.73,Saturday,Evening,6.41,1,Negative,55.08457197
Humor Hub,Episode 50,86.71,Comedy,43.16,Wednesday,Morning,54.3,1,Negative,50.53990259
Finance Focus,Episode 89,75.55,Business,61.97,Tuesday,Afternoon,33.9,3,Positive,57.04063885
Criminal Minds,Episode 58,26.12,True Crime,46.48,Saturday,Night,80.15,1,Positive,15.21829073
Innovators,Episode 59,,Technology,94.2,Wednesday,Morning,,1,Positive,38.08500157
Brain Boost,Episode 19,51.86,Education,30.36,Thursday,Afternoon,73.68,0,Positive,45.61208157
Home & Living,Episode 93,64.13,Lifestyle,93.95,Tuesday,Evening,25.18,1,Negative,26.63552127
Finance Focus,Episode 36,65.78,Business,90.16,Friday,Afternoon,47.75,2,Negative,
Study Sessions,Episode 60,26.01,Education,57.58,Saturday,Evening,96.26,1,Negative,22.71947156
Home & Living,Episode 83,72.26,Lifestyle,85.12,Wednesday,Evening,51.22,0,Negative,57.07665923
Tech Talks,Episode 74,71.64,Technology,58.99,Sunday,Morning,40.8,2,Neutral,51.6458864
Laugh Line,Episode 7,104.87,Comedy,54.03,Saturday,Morning,43.58,2,Negative,63.7399244
Daily Digest,Episode 68,,News,59.63,Wednesday,Afternoon,20.63,1,Negative,
Sports Central,Episode 69,8.34,Sports,86.43,Friday,Afternoon,88.41,3,Positive,8.34
Comedy Corner,Episode 82,86.31,Comedy,22.27,Friday,Night,60.87,2,Negative,65.79837242
Finance Focus,Episode 99,112.91,Business,82.77,Saturday,Morning,61.28,2,Negative,88.58311288
Criminal Minds,Episode 95,92.2,True Crime,41.19,Sunday,Morning,27.16,0,Negative,66.58953388
Innovators,Episode 65,119.56,Technology,69.08,Friday,Night,71.92,3,Negative,84.2039039
Mystery Matters,Episode 34,54.57,True Crime,54.36,Friday,Morning,69.39,0,Neutral,33.93442857
Music Matters,Episode 17,58.39,Music,87.99,Wednesday,Morning,19.76,2,Negative,24.84745932
Gadget Geek,Episode 56,103.92,Technology,61.08,Friday,Evening,6.93,0,Neutral,67.00945631
Sport Spot,Episode 26,116.98,Sports,92.73,Monday,Night,20.71,3,Negative,97.49249677
Athlete's Arena,Episode 76,109.82,Sports,53.79,Friday,Morning,,1,Positive,
Market Masters,Episode 22,109.04,Business,59.35,Wednesday,Evening,94.53,0,Neutral,53.14810163
Lifestyle Lounge,Episode 5,15.07,Lifestyle,60.98,Thursday,Night,83.99,3,Negative,
Market Masters,Episode 99,41.16,Business,41.19,Saturday,Evening,3.35,0,Positive,28.54902155
Sound Waves,Episode 36,119.79,Music,96.8,Tuesday,Morning,38,0,Neutral,119.79
Life Lessons,Episode 14,,Lifestyle,25.56,Sunday,Morning,5.96,2,Negative,
Current Affairs,Episode 7,38.81,News,38.34,Friday,Morning,62.32,3,Neutral,23.44507358
Business Briefs,Episode 100,59.3,Business,43.95,Tuesday,Afternoon,4.87,2,Positive,28.79857444
Detective Diaries,Episode 99,25.21,True Crime,23.59,Friday,Morning,57.58,3,Positive,9.434691387
Tune Time,Episode 20,91.57,Music,63.12,Friday,Afternoon,,0,Negative,76.05796652
Style Guide,Episode 13,114.1,Lifestyle,76.36,Friday,Night,16.29,0,Neutral,84.94783761
Game Day,Episode 69,59.49,Sports,89.94,Thursday,Evening,64.16,1,Neutral,49.49066017
